stem,output,morph
jaʕats,joʕətsim,PRESENT+SECOND+M+PLURAL+COMPLETE
jaʕats,joʕeits,PRESENT+SECOND+M+SINGULAR+COMPLETE
jaʕats,joʕətsot,PRESENT+THIRD+F+PLURAL+COMPLETE
jaʕats,joʕetset,PRESENT+THIRD+F+SINGULAR+COMPLETE
jaʕats,joʕətsim,PRESENT+THIRD+M+PLURAL+COMPLETE
jaʕats,joʕeits,PRESENT+THIRD+M+SINGULAR+COMPLETE
kafaf,kəfufot,BEINONI+FIRST+F+PLURAL+COMPLETE
kafaf,kəfufa,BEINONI+FIRST+F+SINGULAR+COMPLETE
kafaf,kəfufim,BEINONI+FIRST+M+PLURAL+COMPLETE
kafaf,kafuf,BEINONI+FIRST+M+SINGULAR+COMPLETE
kafaf,kəfufot,BEINONI+SECOND+F+PLURAL+COMPLETE
kafaf,kəfufa,BEINONI+SECOND+F+SINGULAR+COMPLETE
kafaf,kəfufim,BEINONI+SECOND+M+PLURAL+COMPLETE
kafaf,kafuf,BEINONI+SECOND+M+SINGULAR+COMPLETE
kafaf,kəfufot,BEINONI+THIRD+F+PLURAL+COMPLETE
kafaf,kəfufa,BEINONI+THIRD+F+SINGULAR+COMPLETE
kafaf,kəfufim,BEINONI+THIRD+M+PLURAL+COMPLETE
kafaf,kafuf,BEINONI+THIRD+M+SINGULAR+COMPLETE
kafaf,niΧpof,FUTURE+FIRST+MF+PLURAL+COMPLETE
kafaf,niΧpof,FUTURE+FIRST+MF+PLURAL+MISSING
kafaf,ʔeΧpof,FUTURE+FIRST+MF+SINGULAR+COMPLETE
kafaf,ʔeΧpof,FUTURE+FIRST+MF+SINGULAR+MISSING
kafaf,kifəfu,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
kafaf,kəfofəna,IMPERATIVE+SECOND+F+PLURAL+MISSING
kafaf,kifəfi,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
kafaf,kifəfu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
kafaf,kəfof,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
kafaf,kəfof,IMPERATIVE+SECOND+M+SINGULAR+MISSING
kafaf,liΧpof,INFINITIVE+E+E+E+COMPLETE
kafaf,liΧpof,INFINITIVE+E+E+E+MISSING
kafaf,kafafnu,PAST+FIRST+MF+PLURAL+COMPLETE
kafaf,kafafti,PAST+FIRST+MF+SINGULAR+COMPLETE
kafaf,kəfaften,PAST+SECOND+F+PLURAL+COMPLETE
kafaf,kafaft,PAST+SECOND+F+SINGULAR+COMPLETE
kafaf,kəfaftem,PAST+SECOND+M+PLURAL+COMPLETE
kafaf,kafafta,PAST+SECOND+M+SINGULAR+COMPLETE
kafaf,kafəfu,PAST+THIRD+F+PLURAL+COMPLETE
kafaf,kafəfa,PAST+THIRD+F+SINGULAR+COMPLETE
kafaf,kafəfu,PAST+THIRD+M+PLURAL+COMPLETE
kafaf,kafaf,PAST+THIRD+M+SINGULAR+COMPLETE
kafaf,kofəfot,PRESENT+FIRST+F+PLURAL+COMPLETE
kafaf,kofefet,PRESENT+FIRST+F+SINGULAR+COMPLETE
kafaf,kofəfim,PRESENT+FIRST+M+PLURAL+COMPLETE
kafaf,kofeif,PRESENT+FIRST+M+SINGULAR+COMPLETE
kafaf,kofəfot,PRESENT+SECOND+F+PLURAL+COMPLETE
kafaf,kofefet,PRESENT+SECOND+F+SINGULAR+COMPLETE
kafaf,kofəfim,PRESENT+SECOND+M+PLURAL+COMPLETE
kafaf,kofeif,PRESENT+SECOND+M+SINGULAR+COMPLETE
kafaf,kofəfot,PRESENT+THIRD+F+PLURAL+COMPLETE
kafaf,kofefet,PRESENT+THIRD+F+SINGULAR+COMPLETE
kafaf,kofəfim,PRESENT+THIRD+M+PLURAL+COMPLETE
kafaf,kofeif,PRESENT+THIRD+M+SINGULAR+COMPLETE
kafal,kəfulot,BEINONI+FIRST+F+PLURAL+COMPLETE
kafal,kəfula,BEINONI+FIRST+F+SINGULAR+COMPLETE
kafal,kəfulim,BEINONI+FIRST+M+PLURAL+COMPLETE
kafal,kaful,BEINONI+FIRST+M+SINGULAR+COMPLETE
kafal,kəfulot,BEINONI+SECOND+F+PLURAL+COMPLETE
kafal,kəfula,BEINONI+SECOND+F+SINGULAR+COMPLETE
kafal,kəfulim,BEINONI+SECOND+M+PLURAL+COMPLETE
kafal,kaful,BEINONI+SECOND+M+SINGULAR+COMPLETE
kafal,kəfulot,BEINONI+THIRD+F+PLURAL+COMPLETE
kafal,kəfula,BEINONI+THIRD+F+SINGULAR+COMPLETE
kafal,kəfulim,BEINONI+THIRD+M+PLURAL+COMPLETE
kafal,kaful,BEINONI+THIRD+M+SINGULAR+COMPLETE
kafal,niΧpol,FUTURE+FIRST+MF+PLURAL+COMPLETE
kafal,niΧpol,FUTURE+FIRST+MF+PLURAL+MISSING
kafal,ʔeΧpol,FUTURE+FIRST+MF+SINGULAR+COMPLETE
kafal,ʔeΧpol,FUTURE+FIRST+MF+SINGULAR+MISSING
kafal,kiflu,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
kafal,kəfoləna,IMPERATIVE+SECOND+F+PLURAL+MISSING
kafal,kifli,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
kafal,kiflu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
kafal,kəfol,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
kafal,kəfol,IMPERATIVE+SECOND+M+SINGULAR+MISSING
kafal,liΧpol,INFINITIVE+E+E+E+COMPLETE
kafal,liΧpol,INFINITIVE+E+E+E+MISSING
kafal,kafalnu,PAST+FIRST+MF+PLURAL+COMPLETE
kafal,kafalti,PAST+FIRST+MF+SINGULAR+COMPLETE
kafal,kəfalten,PAST+SECOND+F+PLURAL+COMPLETE
kafal,kafalt,PAST+SECOND+F+SINGULAR+COMPLETE
kafal,kəfaltem,PAST+SECOND+M+PLURAL+COMPLETE
kafal,kafalta,PAST+SECOND+M+SINGULAR+COMPLETE
kafal,kafəlu,PAST+THIRD+F+PLURAL+COMPLETE
kafal,kafəla,PAST+THIRD+F+SINGULAR+COMPLETE
kafal,kafəlu,PAST+THIRD+M+PLURAL+COMPLETE
kafal,kafal,PAST+THIRD+M+SINGULAR+COMPLETE
kafal,kofəlot,PRESENT+FIRST+F+PLURAL+COMPLETE
kafal,kofelet,PRESENT+FIRST+F+SINGULAR+COMPLETE
kafal,kofəlim,PRESENT+FIRST+M+PLURAL+COMPLETE
kafal,kofeil,PRESENT+FIRST+M+SINGULAR+COMPLETE
kafal,kofəlot,PRESENT+SECOND+F+PLURAL+COMPLETE
kafal,kofelet,PRESENT+SECOND+F+SINGULAR+COMPLETE
kafal,kofəlim,PRESENT+SECOND+M+PLURAL+COMPLETE
kafal,kofeil,PRESENT+SECOND+M+SINGULAR+COMPLETE
kafal,kofəlot,PRESENT+THIRD+F+PLURAL+COMPLETE
kafal,kofelet,PRESENT+THIRD+F+SINGULAR+COMPLETE
kafal,kofəlim,PRESENT+THIRD+M+PLURAL+COMPLETE
kafal,kofeil,PRESENT+THIRD+M+SINGULAR+COMPLETE
kafaʁ,kəfuʁot,BEINONI+FIRST+F+PLURAL+COMPLETE
kafaʁ,kəfuʁa,BEINONI+FIRST+F+SINGULAR+COMPLETE
kafaʁ,kəfuʁim,BEINONI+FIRST+M+PLURAL+COMPLETE
kafaʁ,kafuʁ,BEINONI+FIRST+M+SINGULAR+COMPLETE
kafaʁ,kəfuʁot,BEINONI+SECOND+F+PLURAL+COMPLETE
kafaʁ,kəfuʁa,BEINONI+SECOND+F+SINGULAR+COMPLETE
kafaʁ,kəfuʁim,BEINONI+SECOND+M+PLURAL+COMPLETE
kafaʁ,kafuʁ,BEINONI+SECOND+M+SINGULAR+COMPLETE
kafaʁ,kəfuʁot,BEINONI+THIRD+F+PLURAL+COMPLETE
kafaʁ,kəfuʁa,BEINONI+THIRD+F+SINGULAR+COMPLETE
kafaʁ,kəfuʁim,BEINONI+THIRD+M+PLURAL+COMPLETE
kafaʁ,kafuʁ,BEINONI+THIRD+M+SINGULAR+COMPLETE
kafaʁ,niΧpoʁ,FUTURE+FIRST+MF+PLURAL+COMPLETE
kafaʁ,niΧpoʁ,FUTURE+FIRST+MF+PLURAL+MISSING
kafaʁ,ʔeΧpoʁ,FUTURE+FIRST+MF+SINGULAR+COMPLETE
kafaʁ,ʔeΧpoʁ,FUTURE+FIRST+MF+SINGULAR+MISSING
kafaʁ,kifʁu,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
kafaʁ,kəfoʁəna,IMPERATIVE+SECOND+F+PLURAL+MISSING
kafaʁ,kifʁi,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
kafaʁ,kifʁu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
kafaʁ,kəfoʁ,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
kafaʁ,kəfoʁ,IMPERATIVE+SECOND+M+SINGULAR+MISSING
kafaʁ,liΧpoʁ,INFINITIVE+E+E+E+COMPLETE
kafaʁ,liΧpoʁ,INFINITIVE+E+E+E+MISSING
kafaʁ,kafaʁnu,PAST+FIRST+MF+PLURAL+COMPLETE
kafaʁ,kafaʁti,PAST+FIRST+MF+SINGULAR+COMPLETE
kafaʁ,kəfaʁten,PAST+SECOND+F+PLURAL+COMPLETE
kafaʁ,kafaʁt,PAST+SECOND+F+SINGULAR+COMPLETE
kafaʁ,kəfaʁtem,PAST+SECOND+M+PLURAL+COMPLETE
kafaʁ,kafaʁta,PAST+SECOND+M+SINGULAR+COMPLETE
kafaʁ,kafəʁu,PAST+THIRD+F+PLURAL+COMPLETE
kafaʁ,kafəʁa,PAST+THIRD+F+SINGULAR+COMPLETE
kafaʁ,kafəʁu,PAST+THIRD+M+PLURAL+COMPLETE
kafaʁ,kafaʁ,PAST+THIRD+M+SINGULAR+COMPLETE
kafaʁ,kofəʁot,PRESENT+FIRST+F+PLURAL+COMPLETE
kafaʁ,kofeʁet,PRESENT+FIRST+F+SINGULAR+COMPLETE
kafaʁ,kofəʁim,PRESENT+FIRST+M+PLURAL+COMPLETE
kafaʁ,kofeiʁ,PRESENT+FIRST+M+SINGULAR+COMPLETE
kafaʁ,kofəʁot,PRESENT+SECOND+F+PLURAL+COMPLETE
kafaʁ,kofeʁet,PRESENT+SECOND+F+SINGULAR+COMPLETE
kafaʁ,kofəʁim,PRESENT+SECOND+M+PLURAL+COMPLETE
kafaʁ,kofeiʁ,PRESENT+SECOND+M+SINGULAR+COMPLETE
kafaʁ,kofəʁot,PRESENT+THIRD+F+PLURAL+COMPLETE
kafaʁ,kofeʁet,PRESENT+THIRD+F+SINGULAR+COMPLETE
kafaʁ,kofəʁim,PRESENT+THIRD+M+PLURAL+COMPLETE
kafaʁ,kofeiʁ,PRESENT+THIRD+M+SINGULAR+COMPLETE
kafatʁ,niΧpotʁ,FUTURE+FIRST+MF+PLURAL+COMPLETE
kafatʁ,niΧpotʁ,FUTURE+FIRST+MF+PLURAL+MISSING
kafatʁ,ʔeΧpotʁ,FUTURE+FIRST+MF+SINGULAR+COMPLETE
kafatʁ,ʔeΧpotʁ,FUTURE+FIRST+MF+SINGULAR+MISSING
kafatʁ,kiftuʁ,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
kafatʁ,kəfotənaʁ,IMPERATIVE+SECOND+F+PLURAL+MISSING
kafatʁ,kiftiʁ,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
kafatʁ,kiftuʁ,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
kafatʁ,kəfotʁ,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
kafatʁ,kəfotʁ,IMPERATIVE+SECOND+M+SINGULAR+MISSING
kafatʁ,liΧpotʁ,INFINITIVE+E+E+E+COMPLETE
kafatʁ,liΧpotʁ,INFINITIVE+E+E+E+MISSING
kafatʁ,kafatnuʁ,PAST+FIRST+MF+PLURAL+COMPLETE
kafatʁ,kafattiʁ,PAST+FIRST+MF+SINGULAR+COMPLETE
kafatʁ,kəfattenʁ,PAST+SECOND+F+PLURAL+COMPLETE
kafatʁ,kafattəʁ,PAST+SECOND+F+SINGULAR+COMPLETE
kafatʁ,kəfattemʁ,PAST+SECOND+M+PLURAL+COMPLETE
kafatʁ,kafattaʁ,PAST+SECOND+M+SINGULAR+COMPLETE
kafatʁ,kafətuʁ,PAST+THIRD+F+PLURAL+COMPLETE
kafatʁ,kafətaʁ,PAST+THIRD+F+SINGULAR+COMPLETE
kafatʁ,kafətuʁ,PAST+THIRD+M+PLURAL+COMPLETE
kafatʁ,kafatʁ,PAST+THIRD+M+SINGULAR+COMPLETE
kafatʁ,kofətotʁ,PRESENT+FIRST+F+PLURAL+COMPLETE
kafatʁ,kofetetʁ,PRESENT+FIRST+F+SINGULAR+COMPLETE
kafatʁ,kofətimʁ,PRESENT+FIRST+M+PLURAL+COMPLETE
kafatʁ,kofeitʁ,PRESENT+FIRST+M+SINGULAR+COMPLETE
kafatʁ,kofətotʁ,PRESENT+SECOND+F+PLURAL+COMPLETE
kafatʁ,kofetetʁ,PRESENT+SECOND+F+SINGULAR+COMPLETE
kafatʁ,kofətimʁ,PRESENT+SECOND+M+PLURAL+COMPLETE
kafatʁ,kofeitʁ,PRESENT+SECOND+M+SINGULAR+COMPLETE
kafatʁ,kofətotʁ,PRESENT+THIRD+F+PLURAL+COMPLETE
kafatʁ,kofetetʁ,PRESENT+THIRD+F+SINGULAR+COMPLETE
kafatʁ,kofətimʁ,PRESENT+THIRD+M+PLURAL+COMPLETE
kafatʁ,kofeitʁ,PRESENT+THIRD+M+SINGULAR+COMPLETE
kalal,kəlulot,BEINONI+FIRST+F+PLURAL+COMPLETE
kalal,kəlula,BEINONI+FIRST+F+SINGULAR+COMPLETE
kalal,kəlulim,BEINONI+FIRST+M+PLURAL+COMPLETE
kalal,kalul,BEINONI+FIRST+M+SINGULAR+COMPLETE
kalal,kəlulot,BEINONI+SECOND+F+PLURAL+COMPLETE
kalal,kəlula,BEINONI+SECOND+F+SINGULAR+COMPLETE
kalal,kəlulim,BEINONI+SECOND+M+PLURAL+COMPLETE
kalal,kalul,BEINONI+SECOND+M+SINGULAR+COMPLETE
kalal,kəlulot,BEINONI+THIRD+F+PLURAL+COMPLETE
kalal,kəlula,BEINONI+THIRD+F+SINGULAR+COMPLETE
kalal,kəlulim,BEINONI+THIRD+M+PLURAL+COMPLETE
kalal,kalul,BEINONI+THIRD+M+SINGULAR+COMPLETE
kalal,niΧlol,FUTURE+FIRST+MF+PLURAL+COMPLETE
kalal,niΧlol,FUTURE+FIRST+MF+PLURAL+MISSING
kalal,ʔeΧlol,FUTURE+FIRST+MF+SINGULAR+COMPLETE
kalal,ʔeΧlol,FUTURE+FIRST+MF+SINGULAR+MISSING
kalal,kəloləna,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
kalal,kəloləna,IMPERATIVE+SECOND+F+PLURAL+MISSING
kalal,kiləli,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
kalal,kiləlu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
kalal,kəlol,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
kalal,kəlol,IMPERATIVE+SECOND+M+SINGULAR+MISSING
kalal,liΧlol,INFINITIVE+E+E+E+COMPLETE
kalal,liΧlol,INFINITIVE+E+E+E+MISSING
kalal,kalalnu,PAST+FIRST+MF+PLURAL+COMPLETE
kalal,kalalti,PAST+FIRST+MF+SINGULAR+COMPLETE
kalal,kəlalten,PAST+SECOND+F+PLURAL+COMPLETE
kalal,kalalt,PAST+SECOND+F+SINGULAR+COMPLETE
kalal,kəlaltem,PAST+SECOND+M+PLURAL+COMPLETE
kalal,kalalta,PAST+SECOND+M+SINGULAR+COMPLETE
kalal,kaləlu,PAST+THIRD+F+PLURAL+COMPLETE
kalal,kaləla,PAST+THIRD+F+SINGULAR+COMPLETE
kalal,kaləlu,PAST+THIRD+M+PLURAL+COMPLETE
kalal,kalal,PAST+THIRD+M+SINGULAR+COMPLETE
kalal,koləlot,PRESENT+FIRST+F+PLURAL+COMPLETE
kalal,kolelet,PRESENT+FIRST+F+SINGULAR+COMPLETE
kalal,koləlim,PRESENT+FIRST+M+PLURAL+COMPLETE
kalal,koleil,PRESENT+FIRST+M+SINGULAR+COMPLETE
kalal,koləlot,PRESENT+SECOND+F+PLURAL+COMPLETE
kalal,kolelet,PRESENT+SECOND+F+SINGULAR+COMPLETE
kalal,koləlim,PRESENT+SECOND+M+PLURAL+COMPLETE
kalal,koleil,PRESENT+SECOND+M+SINGULAR+COMPLETE
kalal,koləlot,PRESENT+THIRD+F+PLURAL+COMPLETE
kalal,kolelet,PRESENT+THIRD+F+SINGULAR+COMPLETE
kalal,koləlim,PRESENT+THIRD+M+PLURAL+COMPLETE
kalal,koleil,PRESENT+THIRD+M+SINGULAR+COMPLETE
kalaʔ,kəlujot,BEINONI+FIRST+F+PLURAL+COMPLETE
kalaʔ,kəluja,BEINONI+FIRST+F+SINGULAR+COMPLETE
kalaʔ,kəlujim,BEINONI+FIRST+M+PLURAL+COMPLETE
kalaʔ,kaluj,BEINONI+FIRST+M+SINGULAR+COMPLETE
kalaʔ,kəlujot,BEINONI+SECOND+F+PLURAL+COMPLETE
kalaʔ,kəluja,BEINONI+SECOND+F+SINGULAR+COMPLETE
kalaʔ,kəlujim,BEINONI+SECOND+M+PLURAL+COMPLETE
kalaʔ,kaluj,BEINONI+SECOND+M+SINGULAR+COMPLETE
kalaʔ,kəlujot,BEINONI+THIRD+F+PLURAL+COMPLETE
kalaʔ,kəluja,BEINONI+THIRD+F+SINGULAR+COMPLETE
kalaʔ,kəlujim,BEINONI+THIRD+M+PLURAL+COMPLETE
kalaʔ,kaluj,BEINONI+THIRD+M+SINGULAR+COMPLETE
kalaʔ,niΧlaʔ,FUTURE+FIRST+MF+PLURAL+COMPLETE
kalaʔ,ʔeΧlaʔ,FUTURE+FIRST+MF+SINGULAR+COMPLETE
kalaʔ,kilʔu,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
kalaʔ,kilʔi,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
kalaʔ,kilʔu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
kalaʔ,kəlaʔ,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
kalaʔ,liΧloʔ,INFINITIVE+E+E+E+COMPLETE
kalaʔ,liΧloʔ,INFINITIVE+E+E+E+MISSING
kalaʔ,kalanu,PAST+FIRST+MF+PLURAL+COMPLETE
kalaʔ,kalati,PAST+FIRST+MF+SINGULAR+COMPLETE
kalaʔ,kəlaten,PAST+SECOND+F+PLURAL+COMPLETE
kalaʔ,kalat,PAST+SECOND+F+SINGULAR+COMPLETE
kalaʔ,kəlatem,PAST+SECOND+M+PLURAL+COMPLETE
kalaʔ,kalata,PAST+SECOND+M+SINGULAR+COMPLETE
kalaʔ,kaləʔu,PAST+THIRD+F+PLURAL+COMPLETE
kalaʔ,kaləʔa,PAST+THIRD+F+SINGULAR+COMPLETE
kalaʔ,kaləʔu,PAST+THIRD+M+PLURAL+COMPLETE
kalaʔ,kalaʔ,PAST+THIRD+M+SINGULAR+COMPLETE
kalaʔ,koləʔot,PRESENT+FIRST+F+PLURAL+COMPLETE
kalaʔ,koleit,PRESENT+FIRST+F+SINGULAR+COMPLETE
kalaʔ,koləʔim,PRESENT+FIRST+M+PLURAL+COMPLETE
kalaʔ,koleiʔ,PRESENT+FIRST+M+SINGULAR+COMPLETE
kalaʔ,koləʔot,PRESENT+SECOND+F+PLURAL+COMPLETE
kalaʔ,koleit,PRESENT+SECOND+F+SINGULAR+COMPLETE
kalaʔ,koləʔim,PRESENT+SECOND+M+PLURAL+COMPLETE
kalaʔ,koleiʔ,PRESENT+SECOND+M+SINGULAR+COMPLETE
kalaʔ,koləʔot,PRESENT+THIRD+F+PLURAL+COMPLETE
kalaʔ,koleit,PRESENT+THIRD+F+SINGULAR+COMPLETE
kalaʔ,koləʔim,PRESENT+THIRD+M+PLURAL+COMPLETE
kalaʔ,koleiʔ,PRESENT+THIRD+M+SINGULAR+COMPLETE
kamahh,kəmuhot,BEINONI+FIRST+F+PLURAL+COMPLETE
kamahh,kəmuha,BEINONI+FIRST+F+SINGULAR+COMPLETE
kamahh,kəmuhim,BEINONI+FIRST+M+PLURAL+COMPLETE
kamahh,kamuhha,BEINONI+FIRST+M+SINGULAR+COMPLETE
kamahh,kəmuhot,BEINONI+SECOND+F+PLURAL+COMPLETE
kamahh,kəmuha,BEINONI+SECOND+F+SINGULAR+COMPLETE
kamahh,kəmuhim,BEINONI+SECOND+M+PLURAL+COMPLETE
kamahh,kamuhha,BEINONI+SECOND+M+SINGULAR+COMPLETE
kamahh,kəmuhot,BEINONI+THIRD+F+PLURAL+COMPLETE
kamahh,kəmuha,BEINONI+THIRD+F+SINGULAR+COMPLETE
kamahh,kəmuhim,BEINONI+THIRD+M+PLURAL+COMPLETE
kamahh,kamuhha,BEINONI+THIRD+M+SINGULAR+COMPLETE
kamahh,niΧmahh,FUTURE+FIRST+MF+PLURAL+COMPLETE
kamahh,ʔeΧmahh,FUTURE+FIRST+MF+SINGULAR+COMPLETE
kamahh,kimhu,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
kamahh,kimhi,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
kamahh,kimhu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
kamahh,kəmahh,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
kamahh,liΧmohha,INFINITIVE+E+E+E+COMPLETE
kamahh,liΧmohha,INFINITIVE+E+E+E+MISSING
kamahh,kamahnu,PAST+FIRST+MF+PLURAL+COMPLETE
kamahh,kamahti,PAST+FIRST+MF+SINGULAR+COMPLETE
kamahh,kəmahten,PAST+SECOND+F+PLURAL+COMPLETE
kamahh,kamaht,PAST+SECOND+F+SINGULAR+COMPLETE
kamahh,kəmahtem,PAST+SECOND+M+PLURAL+COMPLETE
kamahh,kamahta,PAST+SECOND+M+SINGULAR+COMPLETE
kamahh,kaməhu,PAST+THIRD+F+PLURAL+COMPLETE
kamahh,kaməha,PAST+THIRD+F+SINGULAR+COMPLETE
kamahh,kaməhu,PAST+THIRD+M+PLURAL+COMPLETE
kamahh,kamahh,PAST+THIRD+M+SINGULAR+COMPLETE
kamahh,kəmeihot,PRESENT+FIRST+F+PLURAL+COMPLETE
kamahh,kəmeiha,PRESENT+FIRST+F+SINGULAR+COMPLETE
kamahh,kəmeihim,PRESENT+FIRST+M+PLURAL+COMPLETE
kamahh,kameihha,PRESENT+FIRST+M+SINGULAR+COMPLETE
kamahh,kəmeihot,PRESENT+SECOND+F+PLURAL+COMPLETE
kamahh,kəmeiha,PRESENT+SECOND+F+SINGULAR+COMPLETE
kamahh,kəmeihim,PRESENT+SECOND+M+PLURAL+COMPLETE
kamahh,kameihha,PRESENT+SECOND+M+SINGULAR+COMPLETE
kamahh,kəmeihot,PRESENT+THIRD+F+PLURAL+COMPLETE
kamahh,kəmeiha,PRESENT+THIRD+F+SINGULAR+COMPLETE
kamahh,kəmeihim,PRESENT+THIRD+M+PLURAL+COMPLETE
kamahh,kameihha,PRESENT+THIRD+M+SINGULAR+COMPLETE
kanas,kənusot,BEINONI+FIRST+F+PLURAL+COMPLETE
kanas,kənusa,BEINONI+FIRST+F+SINGULAR+COMPLETE
kanas,kənusim,BEINONI+FIRST+M+PLURAL+COMPLETE
kanas,kanus,BEINONI+FIRST+M+SINGULAR+COMPLETE
kanas,kənusot,BEINONI+SECOND+F+PLURAL+COMPLETE
kanas,kənusa,BEINONI+SECOND+F+SINGULAR+COMPLETE
kanas,kənusim,BEINONI+SECOND+M+PLURAL+COMPLETE
kanas,kanus,BEINONI+SECOND+M+SINGULAR+COMPLETE
kanas,kənusot,BEINONI+THIRD+F+PLURAL+COMPLETE
kanas,kənusa,BEINONI+THIRD+F+SINGULAR+COMPLETE
kanas,kənusim,BEINONI+THIRD+M+PLURAL+COMPLETE
kanas,kanus,BEINONI+THIRD+M+SINGULAR+COMPLETE
kanas,niΧnos,FUTURE+FIRST+MF+PLURAL+COMPLETE
kanas,niΧnos,FUTURE+FIRST+MF+PLURAL+MISSING
kanas,ʔeΧnos,FUTURE+FIRST+MF+SINGULAR+COMPLETE
kanas,ʔeΧnos,FUTURE+FIRST+MF+SINGULAR+MISSING
kanas,kinsu,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
kanas,kənosəna,IMPERATIVE+SECOND+F+PLURAL+MISSING
kanas,kinsi,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
kanas,kinsu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
kanas,kənos,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
kanas,kənos,IMPERATIVE+SECOND+M+SINGULAR+MISSING
kanas,liΧnos,INFINITIVE+E+E+E+COMPLETE
kanas,liΧnos,INFINITIVE+E+E+E+MISSING
kanas,kanasnu,PAST+FIRST+MF+PLURAL+COMPLETE
kanas,kanasti,PAST+FIRST+MF+SINGULAR+COMPLETE
kanas,kənasten,PAST+SECOND+F+PLURAL+COMPLETE
kanas,kanast,PAST+SECOND+F+SINGULAR+COMPLETE
kanas,kənastem,PAST+SECOND+M+PLURAL+COMPLETE
kanas,kanasta,PAST+SECOND+M+SINGULAR+COMPLETE
kanas,kanəsu,PAST+THIRD+F+PLURAL+COMPLETE
kanas,kanəsa,PAST+THIRD+F+SINGULAR+COMPLETE
kanas,kanəsu,PAST+THIRD+M+PLURAL+COMPLETE
kanas,kanas,PAST+THIRD+M+SINGULAR+COMPLETE
kanas,konəsot,PRESENT+FIRST+F+PLURAL+COMPLETE
kanas,koneset,PRESENT+FIRST+F+SINGULAR+COMPLETE
kanas,konəsim,PRESENT+FIRST+M+PLURAL+COMPLETE
kanas,koneis,PRESENT+FIRST+M+SINGULAR+COMPLETE
kanas,konəsot,PRESENT+SECOND+F+PLURAL+COMPLETE
kanas,koneset,PRESENT+SECOND+F+SINGULAR+COMPLETE
kanas,konəsim,PRESENT+SECOND+M+PLURAL+COMPLETE
kanas,koneis,PRESENT+SECOND+M+SINGULAR+COMPLETE
kanas,konəsot,PRESENT+THIRD+F+PLURAL+COMPLETE
kanas,koneset,PRESENT+THIRD+F+SINGULAR+COMPLETE
kanas,konəsim,PRESENT+THIRD+M+PLURAL+COMPLETE
kanas,koneis,PRESENT+THIRD+M+SINGULAR+COMPLETE
kaʁat,niΧʁot,FUTURE+FIRST+MF+PLURAL+COMPLETE
kaʁat,niΧʁot,FUTURE+FIRST+MF+PLURAL+MISSING
kaʁat,ʔeΧʁot,FUTURE+FIRST+MF+SINGULAR+COMPLETE
kaʁat,ʔeΧʁot,FUTURE+FIRST+MF+SINGULAR+MISSING
kaʁat,kiʁtu,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
kaʁat,kəʁotəna,IMPERATIVE+SECOND+F+PLURAL+MISSING
kaʁat,kiʁti,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
kaʁat,kiʁtu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
kaʁat,kəʁot,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
kaʁat,kəʁot,IMPERATIVE+SECOND+M+SINGULAR+MISSING
kaʁat,liΧʁot,INFINITIVE+E+E+E+COMPLETE
kaʁat,liΧʁot,INFINITIVE+E+E+E+MISSING
kaʁat,kaʁatnu,PAST+FIRST+MF+PLURAL+COMPLETE
kaʁat,kaʁatti,PAST+FIRST+MF+SINGULAR+COMPLETE
kaʁat,kəʁatten,PAST+SECOND+F+PLURAL+COMPLETE
kaʁat,kaʁatt,PAST+SECOND+F+SINGULAR+COMPLETE
